da,delex_da,text,delex_text
"inform_no_match(area='Malá Strana',good_for_meal=brunch)","inform_no_match(area=X-area,good_for_meal=X-good_for_meal)",Žádná restaurace na Malé Straně není vhodná pro brunch .,Žádná restaurace na X-area není vhodná pro X-good_for_meal .
goodbye(),goodbye(),Nashle .,Nashle .
"inform(address='Malostranské náměstí 50',area='Malá Strana',name='Kočár z Vídně')","inform(address=X-address,area=X-area,name=X-name)",Restaurace Kočár z Vídně je na Malé Straně a nachází se na adrese Malostranské náměstí 50 .,Restaurace X-name je na X-area a nachází se na adrese X-address .
?select(food=French),?select(food=X-food),Sháníte francouzskou restauraci ?,Sháníte X-food restauraci ?
?request(price_range),?request(price_range),Jakou cenovou kategorii si představujete ?,Jakou cenovou kategorii si představujete ?
"inform(name='Café Savoy',type=restaurant)","inform(name=X-name,type=restaurant)",Kavárna Savoy je příjemná restaurace poblíž .,X-name je příjemná restaurace poblíž .
"inform(address='Štefánikova 39',name='Green Spirit',phone=298492508)","inform(address=X-address,name=X-name,phone=X-phone)",Adresa podniku Green Spirit je Štefánikova 39 s telefonem 298492508 .,Adresa podniku X-name je X-address s telefonem X-phone .
"inform(address='Národní 23',name=Místo)","inform(address=X-address,name=X-name)",Restaurace Místo se nachází na Národní 23 .,Restaurace X-name se nachází na X-address .
goodbye(),goodbye(),Děkuji a přeji hezký den .,Děkuji a přeji hezký den .
goodbye(),goodbye(),Děkuji a na shledanou .,Děkuji a na shledanou .
goodbye(),goodbye(),Uvidíme se !,Uvidíme se !
"inform(food=French,good_for_meal=dinner,name=BarBar)","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)","BarBar je restaurace , která podává francouzská jídla , a výborně zde povečeříte .","X-name je restaurace , která podává X-food jídla , a výborně zde X-good_for_meal ."
goodbye(),goodbye(),Děkuji za zavolání . Na shledanou .,Děkuji za zavolání . Na shledanou .
?request(price_range),?request(price_range),Jakou máte cenovou představu ?,Jakou máte cenovou představu ?
"inform_no_match(food=Mexican,kids_allowed=yes)","inform_no_match(food=X-food,kids_allowed=yes)","Nenašla jsem žádné mexické restaurace , které by byly vhodné pro děti .","Nenašla jsem žádné X-food restaurace , které by byly vhodné pro děti ."
"inform(name='Café Savoy',type=restaurant)","inform(name=X-name,type=restaurant)",Doporučuji Café Savoy .,Doporučuji X-name .
"inform(address='Karmelitská 29',name=Ferdinanda,postcode='159 00')","inform(address=X-address,name=X-name,postcode=X-postcode)",Adresa restaurace Ferdinanda je Karmelitská 29 a poštovní směrovací číslo je 159 00 .,Adresa restaurace X-name je X-address a poštovní směrovací číslo je X-postcode .
goodbye(),goodbye(),Moc děkuji za zavolání . Na shledanou .,Moc děkuji za zavolání . Na shledanou .
"inform_only_match(food=vegetarian,name=Ananta)","inform_only_match(food=X-food,name=X-name)","Jediné místo , které jsem našla , je Ananta . Podávají zde vegetariánská jídla .","Jediné místo , které jsem našla , je X-name . Podávají zde X-food jídla ."
?request(price_range),?request(price_range),Jakou cenovou kategorii upřednostňujete ?,Jakou cenovou kategorii upřednostňujete ?
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),"Hledáte restauraci , která je vhodná pro návštěvu s dětmi , nebo ne ?","Hledáte restauraci , která je vhodná pro návštěvu s dětmi , nebo ne ?"
"inform(address='Malostranské náměstí 26',name='Baráčnická rychta')","inform(address=X-address,name=X-name)",Baráčnická rychta má adresu Malostranské náměstí 26 .,X-name má adresu X-address .
?request(price_range),?request(price_range),Jakou cenovou úroveň zvažujete ?,Jakou cenovou úroveň zvažujete ?
"inform(name='Baráčnická rychta',type=restaurant)","inform(name=X-name,type=restaurant)",Restaurace Baráčnická rychta by se Vám mohla líbit .,Restaurace X-name by se Vám mohla líbit .
"inform(kids_allowed=yes,name='Café Kampus',price_range=cheap)","inform(kids_allowed=yes,name=X-name,price_range=X-price_range)","Café Kampus je levná restaurace , která je vhodná pro děti .","X-name je X-price_range restaurace , která je vhodná pro děti ."
?reqmore(),?reqmore(),Chcete více informací ?,Chcete více informací ?
?request(price_range),?request(price_range),Hledáte konkrétní cenovou skupinu ?,Hledáte konkrétní cenovou skupinu ?
?request(price_range),?request(price_range),Jakou cenovou skupinu si přejete ?,Jakou cenovou skupinu si přejete ?
"inform(food=American,good_for_meal=breakfast,name='U Konšelů')","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)",U Konšelů je americká restaurace vhodná na snídaně .,X-name je X-food restaurace vhodná na X-good_for_meal .
"inform(address='Tržiště 32',area=Smíchov,name='Green Spirit')","inform(address=X-address,area=X-area,name=X-name)","Green Spirit se nachází na Smíchově , na adrese Tržiště 32 .","X-name se nachází na X-area , na adrese X-address ."
?request(price_range),?request(price_range),Můžete prosím upřesnit cenovou skupinu ?,Můžete prosím upřesnit cenovou skupinu ?
inform_no_match(area=Karlín),inform_no_match(area=X-area),"Je mi líto , ale v Karlíně nejsou žádné restaurace .","Je mi líto , ale v X-area nejsou žádné restaurace ."
?request(price_range),?request(price_range),"Mohu se ujistit , že hledáte restauraci v určité cenové skupině ?","Mohu se ujistit , že hledáte restauraci v určité cenové skupině ?"
"inform(name=BarBar,type=restaurant)","inform(name=X-name,type=restaurant)",BarBar je výborná restaurace .,X-name je výborná restaurace .
"inform(name='Café Kampus',type=restaurant)","inform(name=X-name,type=restaurant)",Jedna z místních restaurací je Café Kampus .,Jedna z místních restaurací je X-name .
"inform(name='Švejk Restaurant',type=restaurant)","inform(name=X-name,type=restaurant)","Ano , restaurace Švejk je krásná restaurace .","Ano , X-name je krásná restaurace ."
"inform(food=Turkish,name='U Konšelů')","inform(food=X-food,name=X-name)",V restauraci U Konšelů připravují turecká jídla .,V restauraci X-name připravují X-food jídla .
"inform(address='Národní 38',name='U Tučňáků')","inform(address=X-address,name=X-name)",Restaurace U Tučňáků se nachází na Národní 38 .,Restaurace X-name se nachází na X-address .
?request(price_range),?request(price_range),Jakou cenovou kategorii si přejete ?,Jakou cenovou kategorii si přejete ?
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),"Chcete , aby byla restaurace vhodná i pro děti ?","Chcete , aby byla restaurace vhodná i pro děti ?"
"inform(food=German,good_for_meal=dinner,name='U Konšelů')","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)","U Konšelů je německá restaurace , která se hodí na večeře .","X-name je X-food restaurace , která se hodí na X-good_for_meal ."
goodbye(),goodbye(),Na shledanou a mějte se hezky .,Na shledanou a mějte se hezky .
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),Chcete restauraci vhodnou pro děti ?,Chcete restauraci vhodnou pro děti ?
goodbye(),goodbye(),Děkuji .,Děkuji .
goodbye(),goodbye(),Děkuji za zavolání .,Děkuji za zavolání .
?request(near),?request(near),Poblíž čeho má tato restaurace být ?,Poblíž čeho má tato restaurace být ?
goodbye(),goodbye(),Přeji hezký den,Přeji hezký den
"inform(kids_allowed=yes,name='Green Spirit',near=Stromovka)","inform(kids_allowed=yes,name=X-name,near=X-near)",Green Spirit se nachází blízko Stromovky a je vhodný pro děti .,X-name se nachází blízko X-near a je vhodný pro děti .
goodbye(),goodbye(),Na shledanou !,Na shledanou !
goodbye(),goodbye(),Přeji příjemný den .,Přeji příjemný den .
"inform(address='Tržiště 50',name='Green Spirit')","inform(address=X-address,name=X-name)",Green Spirit naleznete v ulici Tržiště 50 .,X-name naleznete v ulici X-address .
goodbye(),goodbye(),Ráda jsem pomohla . Na shledanou .,Ráda jsem pomohla . Na shledanou .
goodbye(),goodbye(),"Na shledanou , přeji krásný den .","Na shledanou , přeji krásný den ."
"inform(count=239,food=dont_care,good_for_meal=dont_care,type=restaurant)","inform(count=X-count,food=dont_care,good_for_meal=dont_care,type=restaurant)","Pokud vám nezáleží na druhu jídla , našla jsem 239 restaurací , které podávají jídlo během celého dne .","Pokud vám nezáleží na druhu jídla , našla jsem X-count restaurací , které podávají jídlo během celého dne ."
"inform_only_match(area=Vinohrady,name='U Konšelů')","inform_only_match(area=X-area,name=X-name)","Omlouvám se , ale na Vinohradech je pouze restaurace U Konšelů .","Omlouvám se , ale na X-area je pouze restaurace X-name ."
"inform(area=Hradčany,name=BarBar)","inform(area=X-area,name=X-name)",BarBar se nachází na Hradčanech .,X-name se nachází na X-area .
?reqmore(),?reqmore(),Můžete mi poskytnout ještě další informace ?,Můžete mi poskytnout ještě další informace ?
"inform(name=BarBar,type=restaurant)","inform(name=X-name,type=restaurant)",BarBar je dobrá restaurace .,X-name je dobrá restaurace .
goodbye(),goodbye(),"OK , na shledanou","OK , na shledanou"
"inform(address='Újezd 8',name='Café Kampus')","inform(address=X-address,name=X-name)",Café Kampus najdete na Újezdě 8 .,X-name najdete na X-address .
"inform(address='Tržiště 32',name=Místo)","inform(address=X-address,name=X-name)",Místo je na Tržišti 32 .,X-name je na X-address .
goodbye(),goodbye(),"Díky , na shledanou .","Díky , na shledanou ."
"inform(name='U Konšelů',price='150 Kč')","inform(name=X-name,price=X-price)",V restauraci U Konšelů se ceny pohybují kolem 150 Kč,V restauraci X-name se ceny pohybují kolem X-price
"inform(name='Švejk Restaurant',postcode='168 00')","inform(name=X-name,postcode=X-postcode)",Poštovní směrovací číslo Švejk Restaurant je 168 00 .,Poštovní směrovací číslo X-name je X-postcode .
"inform(area=Vinohrady,kids_allowed=no,name=Místo)","inform(area=X-area,kids_allowed=no,name=X-name)","Restaurace Místo je příjemná restaurace na Vinohradech , která není vhodná pro děti .","Restaurace X-name je příjemná restaurace na X-area , která není vhodná pro děti ."
"inform(food=Asian,name='Café Savoy')","inform(food=X-food,name=X-name)","Café Savoy je příjemná restaurace , která podává asijskou kuchyni .","X-name je příjemná restaurace , která podává X-food kuchyni ."
"inform(area=Smíchov,name=BarBar)","inform(area=X-area,name=X-name)",Restauraci BarBar najdete na Smíchově .,Restauraci X-name najdete na X-area .
"inform(address='Újezd 25',name='Baráčnická rychta',price='between 150 and 220 Kč')","inform(address=X-address,name=X-name,price=X-price)",Baráčnická rychta se nachází na adrese Újezd 25 . Ceny se pohybují od 150 do 220 Kč .,X-name se nachází na adrese X-address . Ceny se pohybují X-price .
?select(kids_allowed='yes or no'),?select(kids_allowed='yes or no'),"Chcete vědět , jestli je restaurace vhodná pro děti nebo není ?","Chcete vědět , jestli je restaurace vhodná pro děti nebo není ?"
"inform(good_for_meal=lunch,kids_allowed=yes,name='U Konšelů',price_range=moderate)","inform(good_for_meal=X-good_for_meal,kids_allowed=yes,name=X-name,price_range=X-price_range)","U Konšelů jsou děti vítány , restaurace se hodí se na oběd a patří do střední cenové kategorie .","X-name jsou děti vítány , restaurace se hodí se na X-good_for_meal a patří do X-price_range cenové kategorie ."
?request(price_range),?request(price_range),Jakou cenovou relaci preferujete ?,Jakou cenovou relaci preferujete ?
"inform(name=Ferdinanda,type=restaurant)","inform(name=X-name,type=restaurant)",Ferdinanda je velmi dobrá restaurace .,X-name je velmi dobrá restaurace .
"inform(kids_allowed=yes,name='Švejk Restaurant')","inform(kids_allowed=yes,name=X-name)",Restaurace Švejk se hodí pro děti .,X-name se hodí pro děti .
"inform_only_match(food=Indian,name=Ananta)","inform_only_match(food=X-food,name=X-name)","Omlouvám se , ale restaurace Ananta je jediná , která nabízí indická jídla .","Omlouvám se , ale restaurace X-name je jediná , která nabízí X-food jídla ."
"inform(name=Místo,near='Prague Castle',price_range=moderate)","inform(name=X-name,near=X-near,price_range=X-price_range)",Místo je poblíž Pražského hradu a ceny jsou střední .,X-name je poblíž X-near a ceny jsou X-price_range .
?request(price_range),?request(price_range),Jakou cenovou kategorii byste preferovali ?,Jakou cenovou kategorii byste preferovali ?
"inform(name='Pivo & Basilico',type=restaurant)","inform(name=X-name,type=restaurant)",Restaurace se jmenuje Pivo & Basilico,Restaurace se jmenuje X-name
"inform(name='Green Spirit',type=restaurant)","inform(name=X-name,type=restaurant)",Mám tady hezkou restauraci Green Spirit .,Mám tady hezkou restauraci X-name .
"inform(name='Café Kampus',type=restaurant)","inform(name=X-name,type=restaurant)",Našla jsem restauraci jménem Café Kampus,Našla jsem restauraci jménem X-name
?request(near),?request(near),Prosím potvrďte svoji preferovanou oblast .,Prosím potvrďte svoji preferovanou oblast .
"inform(food=Turkish,name=Místo)","inform(food=X-food,name=X-name)","Je tu příjemná restaurace jménem Místo , kde podávají turecká jídlo .","Je tu příjemná restaurace jménem X-name , kde podávají X-food jídlo ."
?request(price_range),?request(price_range),Jakou cenovou kategorii hledáte ?,Jakou cenovou kategorii hledáte ?
"inform(area=Dejvice,name=BarBar)","inform(area=X-area,name=X-name)",BarBar se nachází blízko Dejvic .,X-name se nachází blízko X-area .
goodbye(),goodbye(),Dobrý den,Dobrý den
"inform(food=Indian,name='Kočár z Vídně')","inform(food=X-food,name=X-name)",Je tu indická restaurace Kočár z Vídně .,Je tu X-food restaurace X-name .
goodbye(),goodbye(),Děkuji a na shledanou .,Děkuji a na shledanou .
goodbye(),goodbye(),Děkuji a přeji dobrou chuť . Na shledanou .,Děkuji a přeji dobrou chuť . Na shledanou .
"inform(area=Žižkov,name=BarBar)","inform(area=X-area,name=X-name)",BarBar je restaurace sídlící na Žižkově .,X-name je restaurace sídlící na X-area .
?confirm(price_range=moderate),?confirm(price_range=X-price_range),"Jen pro jistotu , Vy tedy hledáte restauraci s prostředními cenami ?","Jen pro jistotu , Vy tedy hledáte restauraci s X-price_range cenami ?"
"inform(food=German,good_for_meal=dinner,name='Café Savoy')","inform(food=X-food,good_for_meal=X-good_for_meal,name=X-name)","Café Savoy je německá restaurace , kterou doporučujeme na večeři .","X-name je X-food restaurace , kterou doporučujeme na X-good_for_meal ."
